2025-06-17 13:58:53,521 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 13:58:53,522 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_135853.log
2025-06-17 13:58:53,522 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 13:58:53,522 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 13:58:53,523 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 50
2025-06-17 13:58:53,523 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [50, 1275, 50]
2025-06-17 13:58:53,524 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 13:58:53,524 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 13:58:53,524 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=256
2025-06-17 13:58:53,524 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 13:58:53,525 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetCCP with polynomial order of 2, and 2 number of polynomial blocks
2025-06-17 13:58:53,525 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=50 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 50)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.719405e+00 | ‖ω‖₁=4.976863e+01
  λ=1.200e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.781819e-01 | ‖ω‖₁=4.738843e+01
  λ=1.200e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.556214e-01 | ‖ω‖₁=4.616758e+01
  λ=1.200e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=3.876011e-01 | ‖ω‖₁=4.471639e+01
  λ=1.200e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.123226e-01 | ‖ω‖₁=4.345872e+01
  λ=1.200e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=7.104582e-01 | ‖ω‖₁=4.171759e+01
  λ=1.200e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=8.633121e-01 | ‖ω‖₁=3.999652e+01
  λ=1.200e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.077066e+00 | ‖ω‖₁=3.795662e+01
  λ=1.200e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.245428e+00 | ‖ω‖₁=3.590719e+01
  λ=1.200e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.499607e+00 | ‖ω‖₁=3.369054e+01
  λ=1.200e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.740743e+00 | ‖ω‖₁=3.146795e+01
  → at λ=1.200e-03:  r(λ)=50,  rel_err=2.495588e-01

-- Path iteration 3, λ = 1.440e-03   (r(λ) prev = 50)
  λ=1.440e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.657549e+00 | ‖ω‖₁=4.971855e+01
  λ=1.440e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.977747e-01 | ‖ω‖₁=4.703304e+01
  λ=1.440e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.939352e-01 | ‖ω‖₁=4.560899e+01
  λ=1.440e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.670516e-01 | ‖ω‖₁=4.382279e+01
  λ=1.440e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.149982e-01 | ‖ω‖₁=4.219303e+01
  λ=1.440e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=8.211938e-01 | ‖ω‖₁=4.000021e+01
  λ=1.440e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=9.246328e-01 | ‖ω‖₁=3.779284e+01
  λ=1.440e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.109370e+00 | ‖ω‖₁=3.525588e+01
  λ=1.440e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.248925e+00 | ‖ω‖₁=3.270126e+01
  λ=1.440e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.490672e+00 | ‖ω‖₁=2.999111e+01
  λ=1.440e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.724718e+00 | ‖ω‖₁=2.727540e+01
  → at λ=1.440e-03:  r(λ)=50,  rel_err=2.483912e-01

-- Path iteration 4, λ = 1.728e-03   (r(λ) prev = 50)
  λ=1.728e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.209172e+00 | ‖ω‖₁=4.968533e+01
  λ=1.728e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.404052e-01 | ‖ω‖₁=4.642761e+01
  λ=1.728e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=4.293729e-01 | ‖ω‖₁=4.432339e+01
  λ=1.728e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=7.310898e-01 | ‖ω‖₁=4.194517e+01
  λ=1.728e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=9.638123e-01 | ‖ω‖₁=3.972820e+01
  λ=1.728e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.237548e+00 | ‖ω‖₁=3.694510e+01
  λ=1.728e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.340949e+00 | ‖ω‖₁=3.413862e+01
  λ=1.728e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.566468e+00 | ‖ω‖₁=3.101395e+01
  λ=1.728e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.728299e+00 | ‖ω‖₁=2.787312e+01
  λ=1.728e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.040397e+00 | ‖ω‖₁=2.458749e+01
  λ=1.728e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.341707e+00 | ‖ω‖₁=2.130187e+01
  → at λ=1.728e-03:  r(λ)=50,  rel_err=2.893848e-01

-- Path iteration 5, λ = 2.074e-03   (r(λ) prev = 50)
  λ=2.074e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.492289e+00 | ‖ω‖₁=4.963682e+01
  λ=2.074e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.957367e-01 | ‖ω‖₁=4.578200e+01
  λ=2.074e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.856664e-01 | ‖ω‖₁=4.316833e+01
  λ=2.074e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.052373e+00 | ‖ω‖₁=4.018894e+01
  λ=2.074e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.418375e+00 | ‖ω‖₁=3.734693e+01
  λ=2.074e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.822213e+00 | ‖ω‖₁=3.389772e+01
  λ=2.074e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.984766e+00 | ‖ω‖₁=3.041666e+01
  λ=2.074e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.337974e+00 | ‖ω‖₁=2.661152e+01
  λ=2.074e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.606973e+00 | ‖ω‖₁=2.279323e+01
  λ=2.074e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.125066e+00 | ‖ω‖₁=1.883530e+01
  λ=2.074e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.650519e+00 | ‖ω‖₁=1.489145e+01
  → at λ=2.074e-03:  r(λ)=50,  rel_err=3.615765e-01

-- Path iteration 6, λ = 2.488e-03   (r(λ) prev = 50)
  λ=2.488e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.346376e+00 | ‖ω‖₁=4.958896e+01
  λ=2.488e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.572048e-01 | ‖ω‖₁=4.509008e+01
  λ=2.488e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=7.805420e-01 | ‖ω‖₁=4.180568e+01
  λ=2.488e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.400096e+00 | ‖ω‖₁=3.806427e+01
  λ=2.488e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.673780e+00 | ‖ω‖₁=3.439833e+01
  λ=2.488e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.022856e+00 | ‖ω‖₁=3.009013e+01
  λ=2.488e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.157479e+00 | ‖ω‖₁=2.573762e+01
  λ=2.488e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.545393e+00 | ‖ω‖₁=2.108873e+01
  λ=2.488e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.875268e+00 | ‖ω‖₁=1.644273e+01
  λ=2.488e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.617866e+00 | ‖ω‖₁=1.169959e+01
  λ=2.488e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=5.118873e+00 | ‖ω‖₁=7.013646e+00
  → at λ=2.488e-03:  r(λ)=50,  rel_err=4.342638e-01

-- Path iteration 7, λ = 2.986e-03   (r(λ) prev = 50)
  λ=2.986e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.830534e+00 | ‖ω‖₁=4.952974e+01
  λ=2.986e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.424574e-01 | ‖ω‖₁=4.428155e+01
  λ=2.986e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=9.915155e-01 | ‖ω‖₁=4.027989e+01
  λ=2.986e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.560136e+00 | ‖ω‖₁=3.561635e+01
  λ=2.986e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.509126e+00 | ‖ω‖₁=3.089610e+01
  λ=2.986e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.720680e+00 | ‖ω‖₁=2.552320e+01
  λ=2.986e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.819548e+00 | ‖ω‖₁=2.010781e+01
  λ=2.986e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.188882e+00 | ‖ω‖₁=1.447936e+01
  λ=2.986e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.616381e+00 | ‖ω‖₁=8.950007e+00
  λ=2.986e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=5.477664e+00 | ‖ω‖₁=3.908106e+00
  λ=2.986e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.561117e+00 | ‖ω‖₁=3.354089e+00
  → at λ=2.986e-03:  r(λ)=50,  rel_err=3.538248e-01

-- Path iteration 8, λ = 3.583e-03   (r(λ) prev = 50)
  λ=3.583e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.558745e+00 | ‖ω‖₁=4.945647e+01
  λ=3.583e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=6.064597e-01 | ‖ω‖₁=4.306015e+01
  λ=3.583e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.542141e+00 | ‖ω‖₁=3.781833e+01
  λ=3.583e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.575938e+00 | ‖ω‖₁=3.197221e+01
  λ=3.583e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.605056e+00 | ‖ω‖₁=2.609851e+01
  λ=3.583e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.938279e+00 | ‖ω‖₁=1.957929e+01
  λ=3.583e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.147189e+00 | ‖ω‖₁=1.306568e+01
  λ=3.583e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=4.869195e+00 | ‖ω‖₁=6.420305e+00
  λ=3.583e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.629997e+00 | ‖ω‖₁=3.436032e+00
  λ=3.583e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.327908e+00 | ‖ω‖₁=3.170457e+00
  λ=3.583e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.109726e+00 | ‖ω‖₁=3.001541e+00
  → at λ=3.583e-03:  r(λ)=50,  rel_err=3.812694e-01

-- Path iteration 9, λ = 4.300e-03   (r(λ) prev = 50)
  λ=4.300e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.374775e+00 | ‖ω‖₁=4.937042e+01
  λ=4.300e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=7.964393e-01 | ‖ω‖₁=4.183681e+01
  λ=4.300e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.023915e+00 | ‖ω‖₁=3.540554e+01
  λ=4.300e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.936002e+00 | ‖ω‖₁=2.816150e+01
  λ=4.300e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.726940e+00 | ‖ω‖₁=2.080758e+01
  λ=4.300e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=3.205612e+00 | ‖ω‖₁=1.288619e+01
  λ=4.300e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=4.110918e+00 | ‖ω‖₁=5.223552e+00
  λ=4.300e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.789305e+00 | ‖ω‖₁=3.399704e+00
  λ=4.300e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=3.419470e+00 | ‖ω‖₁=3.149835e+00
  λ=4.300e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.296989e+00 | ‖ω‖₁=2.972128e+00
  λ=4.300e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.184358e+00 | ‖ω‖₁=2.831867e+00
  → at λ=4.300e-03:  r(λ)=50,  rel_err=3.357560e-01

-- Path iteration 10, λ = 5.160e-03   (r(λ) prev = 50)
  λ=5.160e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.998677e+00 | ‖ω‖₁=4.926091e+01
  λ=5.160e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.053703e+00 | ‖ω‖₁=4.034097e+01
  λ=5.160e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.448159e+00 | ‖ω‖₁=3.235902e+01
  λ=5.160e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=3.061554e+00 | ‖ω‖₁=2.336963e+01
  λ=5.160e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.837293e+00 | ‖ω‖₁=1.425663e+01
  λ=5.160e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=4.399491e+00 | ‖ω‖₁=4.918988e+00
  λ=5.160e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.352782e+00 | ‖ω‖₁=3.280173e+00
  λ=5.160e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.081092e+00 | ‖ω‖₁=3.027555e+00
  λ=5.160e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.870259e+00 | ‖ω‖₁=2.844757e+00
  λ=5.160e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.795423e+00 | ‖ω‖₁=2.690298e+00
  λ=5.160e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.719344e+00 | ‖ω‖₁=2.559983e+00
  → at λ=5.160e-03:  r(λ)=50,  rel_err=3.103368e-01

-- Path iteration 11, λ = 6.192e-03   (r(λ) prev = 50)
  λ=6.192e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.287053e+00 | ‖ω‖₁=4.913227e+01
  λ=6.192e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.480446e+00 | ‖ω‖₁=3.841503e+01
  λ=6.192e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.443502e+00 | ‖ω‖₁=2.844736e+01
  λ=6.192e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.323955e+00 | ‖ω‖₁=1.742271e+01
  λ=6.192e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=4.460292e+00 | ‖ω‖₁=6.494742e+00
  λ=6.192e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=4.362290e+00 | ‖ω‖₁=3.233354e+00
  λ=6.192e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.625666e+00 | ‖ω‖₁=2.959137e+00
  λ=6.192e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.385341e+00 | ‖ω‖₁=2.755789e+00
  λ=6.192e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=3.185286e+00 | ‖ω‖₁=2.591849e+00
  λ=6.192e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.122452e+00 | ‖ω‖₁=2.445501e+00
  λ=6.192e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.055198e+00 | ‖ω‖₁=2.318864e+00
  → at λ=6.192e-03:  r(λ)=50,  rel_err=3.290083e-01

-- Path iteration 12, λ = 7.430e-03   (r(λ) prev = 50)
  λ=7.430e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.111198e+00 | ‖ω‖₁=4.898197e+01
  λ=7.430e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.058228e+00 | ‖ω‖₁=3.621237e+01
  λ=7.430e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=4.867803e+00 | ‖ω‖₁=2.390790e+01
  λ=7.430e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.243182e+00 | ‖ω‖₁=1.049215e+01
  λ=7.430e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.635950e+00 | ‖ω‖₁=3.309359e+00
  λ=7.430e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=4.589056e+00 | ‖ω‖₁=2.936350e+00
  λ=7.430e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.905880e+00 | ‖ω‖₁=2.703523e+00
  λ=7.430e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.648611e+00 | ‖ω‖₁=2.506115e+00
  λ=7.430e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=3.426239e+00 | ‖ω‖₁=2.344856e+00
  λ=7.430e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.357943e+00 | ‖ω‖₁=2.196991e+00
  λ=7.430e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.284734e+00 | ‖ω‖₁=2.067815e+00
  → at λ=7.430e-03:  r(λ)=50,  rel_err=3.411471e-01

-- Path iteration 13, λ = 8.916e-03   (r(λ) prev = 50)
  λ=8.916e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.389453e+00 | ‖ω‖₁=4.880005e+01
  λ=8.916e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.939324e+00 | ‖ω‖₁=3.341023e+01
  λ=8.916e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=7.502102e+00 | ‖ω‖₁=1.818557e+01
  λ=8.916e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.164266e+01 | ‖ω‖₁=3.513410e+00
  λ=8.916e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=7.546444e+00 | ‖ω‖₁=2.905286e+00
  λ=8.916e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=6.406663e+00 | ‖ω‖₁=2.597989e+00
  λ=8.916e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.586526e+00 | ‖ω‖₁=2.372574e+00
  λ=8.916e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=5.285756e+00 | ‖ω‖₁=2.177030e+00
  λ=8.916e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=5.018137e+00 | ‖ω‖₁=2.011575e+00
  λ=8.916e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.954607e+00 | ‖ω‖₁=1.858240e+00
  λ=8.916e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.875011e+00 | ‖ω‖₁=1.721587e+00
  → at λ=8.916e-03:  r(λ)=50,  rel_err=4.156751e-01

-- Path iteration 14, λ = 1.070e-02   (r(λ) prev = 50)
  λ=1.070e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.139618e+00 | ‖ω‖₁=4.857672e+01
  λ=1.070e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.108941e+00 | ‖ω‖₁=3.015095e+01
  λ=1.070e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=8.734569e+00 | ‖ω‖₁=1.144055e+01
  λ=1.070e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=9.140693e+00 | ‖ω‖₁=3.062146e+00
  λ=1.070e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.430105e+00 | ‖ω‖₁=2.675502e+00
  λ=1.070e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=5.611949e+00 | ‖ω‖₁=2.399672e+00
  λ=1.070e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=4.956131e+00 | ‖ω‖₁=2.185513e+00
  λ=1.070e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=4.694272e+00 | ‖ω‖₁=1.994088e+00
  λ=1.070e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.450515e+00 | ‖ω‖₁=1.827283e+00
  λ=1.070e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.398790e+00 | ‖ω‖₁=1.670217e+00
  λ=1.070e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.327846e+00 | ‖ω‖₁=1.528695e+00
  → at λ=1.070e-02:  r(λ)=50,  rel_err=3.916410e-01

-- Path iteration 15, λ = 1.284e-02   (r(λ) prev = 50)
  λ=1.284e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.095623e+00 | ‖ω‖₁=4.831567e+01
  λ=1.284e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.906050e+00 | ‖ω‖₁=2.616592e+01
  λ=1.284e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.461287e+01 | ‖ω‖₁=3.719744e+00
  λ=1.284e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=9.942449e+00 | ‖ω‖₁=2.753714e+00
  λ=1.284e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=7.197782e+00 | ‖ω‖₁=2.418192e+00
  λ=1.284e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=6.233959e+00 | ‖ω‖₁=2.146650e+00
  λ=1.284e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.503491e+00 | ‖ω‖₁=1.924323e+00
  λ=1.284e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=5.230102e+00 | ‖ω‖₁=1.725616e+00
  λ=1.284e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.989419e+00 | ‖ω‖₁=1.552952e+00
  λ=1.284e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.951682e+00 | ‖ω‖₁=1.387690e+00
  λ=1.284e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.899195e+00 | ‖ω‖₁=1.239172e+00
  → at λ=1.284e-02:  r(λ)=50,  rel_err=4.167909e-01

-- Path iteration 16, λ = 1.541e-02   (r(λ) prev = 50)
  λ=1.541e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.601793e+00 | ‖ω‖₁=4.800034e+01
  λ=1.541e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=8.055857e+00 | ‖ω‖₁=2.146271e+01
  λ=1.541e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.309262e+01 | ‖ω‖₁=3.049547e+00
  λ=1.541e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=9.234533e+00 | ‖ω‖₁=2.497169e+00
  λ=1.541e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.792054e+00 | ‖ω‖₁=2.166064e+00
  λ=1.541e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=5.866496e+00 | ‖ω‖₁=1.895013e+00
