2025-06-17 13:34:37,114 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 13:34:37,115 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_133437.log
2025-06-17 13:34:37,115 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 13:34:37,116 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 13:34:37,116 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 100
2025-06-17 13:34:37,116 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [100, 2000, 100]
2025-06-17 13:34:37,117 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 13:34:37,117 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 13:34:37,118 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=128
2025-06-17 13:34:37,118 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 13:34:37,118 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetCCP with polynomial order of 3, and 2 number of polynomial blocks
2025-06-17 13:34:37,118 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=100 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 100)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.457803e+03 | ‖ω‖₁=9.931865e+01
  λ=1.200e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.159814e+00 | ‖ω‖₁=9.019609e+01
  λ=1.200e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.284706e+00 | ‖ω‖₁=8.059436e+01
  λ=1.200e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.502127e+00 | ‖ω‖₁=7.099635e+01
  λ=1.200e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=4.316389e+00 | ‖ω‖₁=6.140028e+01
  λ=1.200e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=6.675788e+00 | ‖ω‖₁=5.180339e+01
  λ=1.200e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=9.561461e+00 | ‖ω‖₁=4.220767e+01
  λ=1.200e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.297022e+01 | ‖ω‖₁=3.261061e+01
  λ=1.200e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.689788e+01 | ‖ω‖₁=2.301422e+01
  λ=1.200e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.134557e+01 | ‖ω‖₁=1.341652e+01
  λ=1.200e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.552739e+01 | ‖ω‖₁=5.024491e+00
  → at λ=1.200e-03:  r(λ)=100,  rel_err=9.522957e-01

-- Path iteration 3, λ = 1.440e-03   (r(λ) prev = 100)
  λ=1.440e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.116599e+03 | ‖ω‖₁=9.915158e+01
  λ=1.440e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=9.607238e-01 | ‖ω‖₁=8.830024e+01
  λ=1.440e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.655885e+00 | ‖ω‖₁=7.678099e+01
  λ=1.440e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=3.487857e+00 | ‖ω‖₁=6.526517e+01
  λ=1.440e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.117340e+00 | ‖ω‖₁=5.375249e+01
  λ=1.440e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=9.510658e+00 | ‖ω‖₁=4.223818e+01
  λ=1.440e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.365312e+01 | ‖ω‖₁=3.072576e+01
  λ=1.440e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.854485e+01 | ‖ω‖₁=1.921095e+01
  λ=1.440e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.418156e+01 | ‖ω‖₁=7.697254e+00
  λ=1.440e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.580960e+01 | ‖ω‖₁=4.497809e+00
  λ=1.440e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.595926e+01 | ‖ω‖₁=4.214088e+00
  → at λ=1.440e-03:  r(λ)=100,  rel_err=9.598739e-01

-- Path iteration 4, λ = 1.728e-03   (r(λ) prev = 100)
  λ=1.728e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=9.211764e+03 | ‖ω‖₁=9.907128e+01
  λ=1.728e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.978734e+00 | ‖ω‖₁=8.628484e+01
  λ=1.728e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.350759e+00 | ‖ω‖₁=7.245939e+01
  λ=1.728e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.931545e+00 | ‖ω‖₁=5.863668e+01
  λ=1.728e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=8.692671e+00 | ‖ω‖₁=4.481501e+01
  λ=1.728e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.355309e+01 | ‖ω‖₁=3.099284e+01
  λ=1.728e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.949409e+01 | ‖ω‖₁=1.717129e+01
  λ=1.728e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.552950e+01 | ‖ω‖₁=4.945023e+00
  λ=1.728e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.583404e+01 | ‖ω‖₁=4.372900e+00
  λ=1.728e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.596905e+01 | ‖ω‖₁=4.119739e+00
  λ=1.728e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.606917e+01 | ‖ω‖₁=3.931988e+00
  → at λ=1.728e-03:  r(λ)=100,  rel_err=9.618799e-01

-- Path iteration 5, λ = 2.074e-03   (r(λ) prev = 100)
  λ=2.074e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.093146e+03 | ‖ω‖₁=9.887231e+01
  λ=2.074e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.200716e+00 | ‖ω‖₁=8.341429e+01
  λ=2.074e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.193196e+00 | ‖ω‖₁=6.682839e+01
  λ=2.074e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=7.053059e+00 | ‖ω‖₁=5.024559e+01
  λ=2.074e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.249260e+01 | ‖ω‖₁=3.366686e+01
  λ=2.074e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.948927e+01 | ‖ω‖₁=1.708590e+01
  λ=2.074e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.568901e+01 | ‖ω‖₁=4.693461e+00
  λ=2.074e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.594651e+01 | ‖ω‖₁=4.222103e+00
  λ=2.074e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.608058e+01 | ‖ω‖₁=3.964538e+00
  λ=2.074e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.618390e+01 | ‖ω‖₁=3.765507e+00
  λ=2.074e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.627262e+01 | ‖ω‖₁=3.597528e+00
  → at λ=2.074e-03:  r(λ)=100,  rel_err=9.656188e-01

-- Path iteration 6, λ = 2.488e-03   (r(λ) prev = 100)
  λ=2.488e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.119457e+03 | ‖ω‖₁=9.869423e+01
  λ=2.488e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.471708e+00 | ‖ω‖₁=8.027674e+01
  λ=2.488e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=4.527568e+00 | ‖ω‖₁=6.037485e+01
  λ=2.488e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.010516e+01 | ‖ω‖₁=4.047577e+01
  λ=2.488e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.793024e+01 | ‖ω‖₁=2.058173e+01
  λ=2.488e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.570797e+01 | ‖ω‖₁=4.712832e+00
  λ=2.488e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.599502e+01 | ‖ω‖₁=4.161484e+00
  λ=2.488e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.614215e+01 | ‖ω‖₁=3.877703e+00
  λ=2.488e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.625783e+01 | ‖ω‖₁=3.659892e+00
  λ=2.488e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.635828e+01 | ‖ω‖₁=3.473333e+00
  λ=2.488e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.644704e+01 | ‖ω‖₁=3.308617e+00
  → at λ=2.488e-03:  r(λ)=100,  rel_err=9.688188e-01

-- Path iteration 7, λ = 2.986e-03   (r(λ) prev = 100)
  λ=2.986e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=6.878174e+03 | ‖ω‖₁=9.842847e+01
  λ=2.986e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.064472e+00 | ‖ω‖₁=7.642425e+01
  λ=2.986e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=6.414366e+00 | ‖ω‖₁=5.253762e+01
  λ=2.986e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.439964e+01 | ‖ω‖₁=2.865234e+01
  λ=2.986e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.535842e+01 | ‖ω‖₁=5.260907e+00
  λ=2.986e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.592694e+01 | ‖ω‖₁=4.196921e+00
  λ=2.986e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.610755e+01 | ‖ω‖₁=3.862075e+00
  λ=2.986e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.624046e+01 | ‖ω‖₁=3.615557e+00
  λ=2.986e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.634986e+01 | ‖ω‖₁=3.410525e+00
  λ=2.986e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.644537e+01 | ‖ω‖₁=3.230203e+00
  λ=2.986e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.653080e+01 | ‖ω‖₁=3.067829e+00
  → at λ=2.986e-03:  r(λ)=100,  rel_err=9.703491e-01

-- Path iteration 8, λ = 3.583e-03   (r(λ) prev = 100)
  λ=3.583e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.964204e+03 | ‖ω‖₁=9.822488e+01
  λ=3.583e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.422604e+00 | ‖ω‖₁=7.193036e+01
  λ=3.583e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=9.141314e+00 | ‖ω‖₁=4.327422e+01
  λ=3.583e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.063992e+01 | ‖ω‖₁=1.462108e+01
  λ=3.583e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.592948e+01 | ‖ω‖₁=4.259398e+00
  λ=3.583e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.615255e+01 | ‖ω‖₁=3.827396e+00
  λ=3.583e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.631053e+01 | ‖ω‖₁=3.526893e+00
  λ=3.583e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.643868e+01 | ‖ω‖₁=3.282483e+00
  λ=3.583e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.654895e+01 | ‖ω‖₁=3.072876e+00
  λ=3.583e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.664976e+01 | ‖ω‖₁=2.885089e+00
  λ=3.583e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.674129e+01 | ‖ω‖₁=2.715103e+00
  → at λ=3.583e-03:  r(λ)=100,  rel_err=9.741967e-01

-- Path iteration 9, λ = 4.300e-03   (r(λ) prev = 100)
  λ=4.300e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.692620e+03 | ‖ω‖₁=9.790414e+01
  λ=4.300e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.277316e+00 | ‖ω‖₁=6.645525e+01
  λ=4.300e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.304153e+01 | ‖ω‖₁=3.207022e+01
  λ=4.300e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.581607e+01 | ‖ω‖₁=4.542353e+00
  λ=4.300e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.615646e+01 | ‖ω‖₁=3.880671e+00
  λ=4.300e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.634425e+01 | ‖ω‖₁=3.513446e+00
  λ=4.300e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.649285e+01 | ‖ω‖₁=3.228406e+00
  λ=4.300e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.661997e+01 | ‖ω‖₁=2.989172e+00
  λ=4.300e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.673118e+01 | ‖ω‖₁=2.778889e+00
  λ=4.300e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.683303e+01 | ‖ω‖₁=2.587369e+00
  λ=4.300e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.692751e+01 | ‖ω‖₁=2.410618e+00
  → at λ=4.300e-03:  r(λ)=100,  rel_err=9.775857e-01

-- Path iteration 10, λ = 5.160e-03   (r(λ) prev = 100)
  λ=5.160e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=4.852079e+03 | ‖ω‖₁=9.756350e+01
  λ=5.160e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.589377e+00 | ‖ω‖₁=6.006287e+01
  λ=5.160e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.859139e+01 | ‖ω‖₁=1.879045e+01
  λ=5.160e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.594940e+01 | ‖ω‖₁=4.144284e+00
  λ=5.160e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.622084e+01 | ‖ω‖₁=3.636877e+00
  λ=5.160e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.641137e+01 | ‖ω‖₁=3.283772e+00
  λ=5.160e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.656784e+01 | ‖ω‖₁=2.993502e+00
  λ=5.160e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.670421e+01 | ‖ω‖₁=2.742803e+00
  λ=5.160e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.682622e+01 | ‖ω‖₁=2.519828e+00
  λ=5.160e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.693780e+01 | ‖ω‖₁=2.317040e+00
  λ=5.160e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.704075e+01 | ‖ω‖₁=2.129799e+00
  → at λ=5.160e-03:  r(λ)=100,  rel_err=9.796474e-01

-- Path iteration 11, λ = 6.192e-03   (r(λ) prev = 100)
  λ=6.192e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.768264e+03 | ‖ω‖₁=9.708738e+01
  λ=6.192e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=6.490704e+00 | ‖ω‖₁=5.211685e+01
  λ=6.192e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.562605e+01 | ‖ω‖₁=4.854219e+00
  λ=6.192e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.621980e+01 | ‖ω‖₁=3.745575e+00
  λ=6.192e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.646057e+01 | ‖ω‖₁=3.278491e+00
  λ=6.192e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.664304e+01 | ‖ω‖₁=2.923668e+00
  λ=6.192e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.679671e+01 | ‖ω‖₁=2.625324e+00
  λ=6.192e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.693464e+01 | ‖ω‖₁=2.363901e+00
  λ=6.192e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.705817e+01 | ‖ω‖₁=2.129319e+00
  λ=6.192e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.717203e+01 | ‖ω‖₁=1.915304e+00
  λ=6.192e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.727827e+01 | ‖ω‖₁=1.716501e+00
  → at λ=6.192e-03:  r(λ)=100,  rel_err=9.839427e-01

-- Path iteration 12, λ = 7.430e-03   (r(λ) prev = 100)
  λ=7.430e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=4.459395e+03 | ‖ω‖₁=9.654505e+01
  λ=7.430e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=9.255381e+00 | ‖ω‖₁=4.263705e+01
  λ=7.430e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.590013e+01 | ‖ω‖₁=4.240084e+00
  λ=7.430e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.629014e+01 | ‖ω‖₁=3.522524e+00
  λ=7.430e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.653745e+01 | ‖ω‖₁=3.061587e+00
  λ=7.430e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.673365e+01 | ‖ω‖₁=2.698106e+00
  λ=7.430e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.690045e+01 | ‖ω‖₁=2.387283e+00
  λ=7.430e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.705074e+01 | ‖ω‖₁=2.109455e+00
  λ=7.430e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.718753e+01 | ‖ω‖₁=1.856663e+00
  λ=7.430e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.731455e+01 | ‖ω‖₁=1.623483e+00
  λ=7.430e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.743279e+01 | ‖ω‖₁=1.406292e+00
  → at λ=7.430e-03:  r(λ)=100,  rel_err=9.867367e-01

-- Path iteration 13, λ = 8.916e-03   (r(λ) prev = 100)
  λ=8.916e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=5.669184e+03 | ‖ω‖₁=9.587921e+01
  λ=8.916e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.319186e+01 | ‖ω‖₁=3.134820e+01
  λ=8.916e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.608892e+01 | ‖ω‖₁=3.892215e+00
  λ=8.916e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.644408e+01 | ‖ω‖₁=3.236382e+00
  λ=8.916e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.668986e+01 | ‖ω‖₁=2.778002e+00
  λ=8.916e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.689295e+01 | ‖ω‖₁=2.402076e+00
  λ=8.916e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.706737e+01 | ‖ω‖₁=2.076124e+00
  λ=8.916e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.722519e+01 | ‖ω‖₁=1.783441e+00
  λ=8.916e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.736961e+01 | ‖ω‖₁=1.515798e+00
  λ=8.916e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.750369e+01 | ‖ω‖₁=1.267287e+00
  λ=8.916e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.763069e+01 | ‖ω‖₁=1.034195e+00
  → at λ=8.916e-03:  r(λ)=100,  rel_err=9.902979e-01

-- Path iteration 14, λ = 1.070e-02   (r(λ) prev = 100)
  λ=1.070e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.289650e+03 | ‖ω‖₁=9.505622e+01
  λ=1.070e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.887742e+01 | ‖ω‖₁=1.755612e+01
  λ=1.070e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.632841e+01 | ‖ω‖₁=3.539265e+00
  λ=1.070e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.665950e+01 | ‖ω‖₁=2.895538e+00
  λ=1.070e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.690973e+01 | ‖ω‖₁=2.422377e+00
  λ=1.070e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.711816e+01 | ‖ω‖₁=2.031831e+00
  λ=1.070e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.730079e+01 | ‖ω‖₁=1.688823e+00
  λ=1.070e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.746612e+01 | ‖ω‖₁=1.379119e+00
  λ=1.070e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.761757e+01 | ‖ω‖₁=1.094254e+00
  λ=1.070e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.776001e+01 | ‖ω‖₁=8.297813e-01
  λ=1.070e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.789440e+01 | ‖ω‖₁=5.811580e-01
  → at λ=1.070e-02:  r(λ)=100,  rel_err=9.950187e-01

-- Path iteration 15, λ = 1.284e-02   (r(λ) prev = 100)
  λ=1.284e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.581735e+03 | ‖ω‖₁=9.411992e+01
  λ=1.284e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.544774e+01 | ‖ω‖₁=4.888526e+00
  λ=1.284e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.639769e+01 | ‖ω‖₁=3.315306e+00
  λ=1.284e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.674761e+01 | ‖ω‖₁=2.661637e+00
  λ=1.284e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.701520e+01 | ‖ω‖₁=2.161653e+00
  λ=1.284e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.724226e+01 | ‖ω‖₁=1.740311e+00
  λ=1.284e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.744271e+01 | ‖ω‖₁=1.367520e+00
  λ=1.284e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.762559e+01 | ‖ω‖₁=1.030147e+00
  λ=1.284e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.779473e+01 | ‖ω‖₁=7.190921e-01
  λ=1.284e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.795348e+01 | ‖ω‖₁=4.292998e-01
  λ=1.284e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.809317e+01 | ‖ω‖₁=1.671427e-01
  → at λ=1.284e-02:  r(λ)=83,  rel_err=9.985219e-01

-- Path iteration 16, λ = 1.541e-02   (r(λ) prev = 83)
  λ=1.541e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.808497e+03 | ‖ω‖₁=9.299865e+01
  λ=1.541e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.594123e+01 | ‖ω‖₁=4.206361e+00
  λ=1.541e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.656243e+01 | ‖ω‖₁=3.045398e+00
  λ=1.541e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.692335e+01 | ‖ω‖₁=2.369119e+00
  λ=1.541e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.720699e+01 | ‖ω‖₁=1.838761e+00
  λ=1.541e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.745072e+01 | ‖ω‖₁=1.385700e+00
