2025-06-17 13:32:15,819 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 13:32:15,819 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_133215.log
2025-06-17 13:32:15,820 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 13:32:15,820 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 13:32:15,820 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 100
2025-06-17 13:32:15,821 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [100, 2000, 100]
2025-06-17 13:32:15,821 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 13:32:15,821 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 13:32:15,822 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=128
2025-06-17 13:32:15,822 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 13:32:15,822 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetCCP with polynomial order of 2, and 1 number of polynomial blocks
2025-06-17 13:32:15,822 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=100 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 100)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.810234e+00 | ‖ω‖₁=9.928520e+01
  λ=1.200e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.871921e-01 | ‖ω‖₁=9.073231e+01
  λ=1.200e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.999411e-01 | ‖ω‖₁=8.519815e+01
  λ=1.200e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.808629e-01 | ‖ω‖₁=7.824731e+01
  λ=1.200e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.310831e-01 | ‖ω‖₁=7.140468e+01
  λ=1.200e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.483165e-01 | ‖ω‖₁=6.336300e+01
  λ=1.200e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.452992e-01 | ‖ω‖₁=5.536961e+01
  λ=1.200e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.823213e-01 | ‖ω‖₁=4.674817e+01
  λ=1.200e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.097103e-01 | ‖ω‖₁=3.820929e+01
  λ=1.200e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.175890e-01 | ‖ω‖₁=2.936396e+01
  λ=1.200e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.686899e-01 | ‖ω‖₁=2.061742e+01
  → at λ=1.200e-03:  r(λ)=100,  rel_err=1.307042e-01

-- Path iteration 3, λ = 1.440e-03   (r(λ) prev = 100)
  λ=1.440e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=4.102705e+00 | ‖ω‖₁=9.909909e+01
  λ=1.440e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.550693e-01 | ‖ω‖₁=8.906342e+01
  λ=1.440e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.266370e-01 | ‖ω‖₁=8.218590e+01
  λ=1.440e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.904724e-01 | ‖ω‖₁=7.354127e+01
  λ=1.440e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.516961e-01 | ‖ω‖₁=6.498879e+01
  λ=1.440e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.758227e-01 | ‖ω‖₁=5.516305e+01
  λ=1.440e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.744776e-01 | ‖ω‖₁=4.540730e+01
  λ=1.440e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.323001e-01 | ‖ω‖₁=3.505966e+01
  λ=1.440e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.901963e-01 | ‖ω‖₁=2.491389e+01
  λ=1.440e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.176569e+00 | ‖ω‖₁=1.524800e+01
  λ=1.440e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.866102e+00 | ‖ω‖₁=8.251529e+00
  → at λ=1.440e-03:  r(λ)=100,  rel_err=2.525062e-01

-- Path iteration 4, λ = 1.728e-03   (r(λ) prev = 100)
  λ=1.728e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.563595e+00 | ‖ω‖₁=9.897263e+01
  λ=1.728e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.249431e-01 | ‖ω‖₁=8.715831e+01
  λ=1.728e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.986196e-01 | ‖ω‖₁=7.848367e+01
  λ=1.728e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.767794e-01 | ‖ω‖₁=6.761625e+01
  λ=1.728e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.399863e-01 | ‖ω‖₁=5.681634e+01
  λ=1.728e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.676320e-01 | ‖ω‖₁=4.480562e+01
  λ=1.728e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.766467e-01 | ‖ω‖₁=3.301503e+01
  λ=1.728e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.175108e-01 | ‖ω‖₁=2.084491e+01
  λ=1.728e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=8.111839e-01 | ‖ω‖₁=1.107410e+01
  λ=1.728e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.012598e+00 | ‖ω‖₁=5.598444e+00
  λ=1.728e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=7.206864e-01 | ‖ω‖₁=5.057820e+00
  → at λ=1.728e-03:  r(λ)=100,  rel_err=1.587059e-01

-- Path iteration 5, λ = 2.074e-03   (r(λ) prev = 100)
  λ=2.074e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.730255e+00 | ‖ω‖₁=9.879653e+01
  λ=2.074e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.499330e-01 | ‖ω‖₁=8.467900e+01
  λ=2.074e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.295433e-01 | ‖ω‖₁=7.334629e+01
  λ=2.074e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.024191e-01 | ‖ω‖₁=5.972319e+01
  λ=2.074e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.699104e-01 | ‖ω‖₁=4.622969e+01
  λ=2.074e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.257660e-01 | ‖ω‖₁=3.171615e+01
  λ=2.074e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.958250e-01 | ‖ω‖₁=1.804638e+01
  λ=2.074e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=9.100553e-01 | ‖ω‖₁=7.883376e+00
  λ=2.074e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=6.524688e-01 | ‖ω‖₁=5.187813e+00
  λ=2.074e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=5.861965e-01 | ‖ω‖₁=4.879633e+00
  λ=2.074e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=5.366536e-01 | ‖ω‖₁=4.680936e+00
  → at λ=2.074e-03:  r(λ)=100,  rel_err=1.376207e-01

-- Path iteration 6, λ = 2.488e-03   (r(λ) prev = 100)
  λ=2.488e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.554543e+00 | ‖ω‖₁=9.865405e+01
  λ=2.488e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.861968e-01 | ‖ω‖₁=8.194579e+01
  λ=2.488e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.302979e-01 | ‖ω‖₁=6.764703e+01
  λ=2.488e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.221498e-01 | ‖ω‖₁=5.085359e+01
  λ=2.488e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.024983e-01 | ‖ω‖₁=3.434651e+01
  λ=2.488e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=3.647531e-01 | ‖ω‖₁=1.742170e+01
  λ=2.488e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.185398e-01 | ‖ω‖₁=6.888222e+00
  λ=2.488e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=4.919019e-01 | ‖ω‖₁=5.147054e+00
  λ=2.488e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.186044e-01 | ‖ω‖₁=4.855974e+00
  λ=2.488e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.028702e-01 | ‖ω‖₁=4.637101e+00
  λ=2.488e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.849094e-01 | ‖ω‖₁=4.465674e+00
  → at λ=2.488e-03:  r(λ)=100,  rel_err=1.166470e-01

-- Path iteration 7, λ = 2.986e-03   (r(λ) prev = 100)
  λ=2.986e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.635921e+00 | ‖ω‖₁=9.844218e+01
  λ=2.986e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=7.837363e-01 | ‖ω‖₁=7.852526e+01
  λ=2.986e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.508262e-01 | ‖ω‖₁=6.056261e+01
  λ=2.986e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.633429e-01 | ‖ω‖₁=4.001760e+01
  λ=2.986e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.774439e-01 | ‖ω‖₁=2.030515e+01
  λ=2.986e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=7.086444e-01 | ‖ω‖₁=6.515260e+00
  λ=2.986e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=4.537795e-01 | ‖ω‖₁=5.069149e+00
  λ=2.986e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=4.138167e-01 | ‖ω‖₁=4.752569e+00
  λ=2.986e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=3.791708e-01 | ‖ω‖₁=4.533629e+00
  λ=2.986e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.722056e-01 | ‖ω‖₁=4.340440e+00
  λ=2.986e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.604727e-01 | ‖ω‖₁=4.178230e+00
  → at λ=2.986e-03:  r(λ)=100,  rel_err=1.129454e-01

-- Path iteration 8, λ = 3.583e-03   (r(λ) prev = 100)
  λ=3.583e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.599815e+00 | ‖ω‖₁=9.815932e+01
  λ=3.583e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.014364e+00 | ‖ω‖₁=7.436649e+01
  λ=3.583e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.182817e-01 | ‖ω‖₁=5.200324e+01
  λ=3.583e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=3.729255e-01 | ‖ω‖₁=2.717997e+01
  λ=3.583e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.575928e-01 | ‖ω‖₁=8.027800e+00
  λ=3.583e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=4.744581e-01 | ‖ω‖₁=5.112026e+00
  λ=3.583e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.919753e-01 | ‖ω‖₁=4.771590e+00
  λ=3.583e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.667921e-01 | ‖ω‖₁=4.509423e+00
  λ=3.583e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=3.416284e-01 | ‖ω‖₁=4.305036e+00
  λ=3.583e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.367651e-01 | ‖ω‖₁=4.117964e+00
  λ=3.583e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.272629e-01 | ‖ω‖₁=3.957307e+00
  → at λ=3.583e-03:  r(λ)=100,  rel_err=1.076137e-01

-- Path iteration 9, λ = 4.300e-03   (r(λ) prev = 100)
  λ=4.300e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.443462e+00 | ‖ω‖₁=9.782981e+01
  λ=4.300e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.188819e+00 | ‖ω‖₁=6.926069e+01
  λ=4.300e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.520662e-01 | ‖ω‖₁=4.133610e+01
  λ=4.300e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=7.344880e-01 | ‖ω‖₁=1.253682e+01
  λ=4.300e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.591822e-01 | ‖ω‖₁=5.131335e+00
  λ=4.300e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=4.763612e-01 | ‖ω‖₁=4.691129e+00
  λ=4.300e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=4.079514e-01 | ‖ω‖₁=4.421911e+00
  λ=4.300e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.849681e-01 | ‖ω‖₁=4.188835e+00
  λ=4.300e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=3.616962e-01 | ‖ω‖₁=3.996421e+00
  λ=4.300e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.597984e-01 | ‖ω‖₁=3.814083e+00
  λ=4.300e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.517351e-01 | ‖ω‖₁=3.656230e+00
  → at λ=4.300e-03:  r(λ)=100,  rel_err=1.115943e-01

-- Path iteration 10, λ = 5.160e-03   (r(λ) prev = 100)
  λ=5.160e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.653765e+00 | ‖ω‖₁=9.745117e+01
  λ=5.160e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.527155e+00 | ‖ω‖₁=6.297727e+01
  λ=5.160e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.126221e-01 | ‖ω‖₁=2.842845e+01
  λ=5.160e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.074453e+00 | ‖ω‖₁=5.229450e+00
  λ=5.160e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.562145e-01 | ‖ω‖₁=4.673692e+00
  λ=5.160e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=5.711977e-01 | ‖ω‖₁=4.332264e+00
  λ=5.160e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.041468e-01 | ‖ω‖₁=4.077645e+00
  λ=5.160e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=4.821072e-01 | ‖ω‖₁=3.848225e+00
  λ=5.160e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.575532e-01 | ‖ω‖₁=3.654060e+00
  λ=5.160e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.589272e-01 | ‖ω‖₁=3.467030e+00
  λ=5.160e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.507426e-01 | ‖ω‖₁=3.301976e+00
  → at λ=5.160e-03:  r(λ)=100,  rel_err=1.263423e-01

-- Path iteration 11, λ = 6.192e-03   (r(λ) prev = 100)
  λ=6.192e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.838950e+00 | ‖ω‖₁=9.700732e+01
  λ=6.192e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.981376e+00 | ‖ω‖₁=5.546847e+01
  λ=6.192e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=9.266839e-01 | ‖ω‖₁=1.377011e+01
  λ=6.192e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=9.798652e-01 | ‖ω‖₁=4.727203e+00
  λ=6.192e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=7.189276e-01 | ‖ω‖₁=4.301589e+00
  λ=6.192e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=6.389613e-01 | ‖ω‖₁=3.979902e+00
  λ=6.192e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.675980e-01 | ‖ω‖₁=3.730510e+00
  λ=6.192e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=5.446727e-01 | ‖ω‖₁=3.501307e+00
  λ=6.192e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=5.169219e-01 | ‖ω‖₁=3.305482e+00
  λ=6.192e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=5.215459e-01 | ‖ω‖₁=3.114196e+00
  λ=6.192e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=5.126125e-01 | ‖ω‖₁=2.943171e+00
  → at λ=6.192e-03:  r(λ)=100,  rel_err=1.347527e-01

-- Path iteration 12, λ = 7.430e-03   (r(λ) prev = 100)
  λ=7.430e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.775481e+00 | ‖ω‖₁=9.646372e+01
  λ=7.430e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.341959e+00 | ‖ω‖₁=4.637655e+01
  λ=7.430e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.810261e+00 | ‖ω‖₁=5.202651e+00
  λ=7.430e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.076526e+00 | ‖ω‖₁=4.382125e+00
  λ=7.430e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=7.845793e-01 | ‖ω‖₁=3.999599e+00
  λ=7.430e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=6.784497e-01 | ‖ω‖₁=3.682960e+00
  λ=7.430e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.919519e-01 | ‖ω‖₁=3.426325e+00
  λ=7.430e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=5.671466e-01 | ‖ω‖₁=3.187636e+00
  λ=7.430e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=5.389538e-01 | ‖ω‖₁=2.981196e+00
  λ=7.430e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=5.455404e-01 | ‖ω‖₁=2.779388e+00
  λ=7.430e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=5.372054e-01 | ‖ω‖₁=2.599466e+00
  → at λ=7.430e-03:  r(λ)=100,  rel_err=1.379499e-01

-- Path iteration 13, λ = 8.916e-03   (r(λ) prev = 100)
  λ=8.916e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.679845e+00 | ‖ω‖₁=9.577322e+01
  λ=8.916e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.032470e+00 | ‖ω‖₁=3.540935e+01
  λ=8.916e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.974121e+00 | ‖ω‖₁=4.620085e+00
  λ=8.916e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.376210e+00 | ‖ω‖₁=4.008386e+00
  λ=8.916e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.021196e+00 | ‖ω‖₁=3.637705e+00
  λ=8.916e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=9.075541e-01 | ‖ω‖₁=3.316695e+00
  λ=8.916e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=8.052208e-01 | ‖ω‖₁=3.055479e+00
  λ=8.916e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=7.732379e-01 | ‖ω‖₁=2.806998e+00
  λ=8.916e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=7.351879e-01 | ‖ω‖₁=2.590020e+00
  λ=8.916e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=7.479104e-01 | ‖ω‖₁=2.375161e+00
  λ=8.916e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=7.386797e-01 | ‖ω‖₁=2.182956e+00
  → at λ=8.916e-03:  r(λ)=100,  rel_err=1.617815e-01

-- Path iteration 14, λ = 1.070e-02   (r(λ) prev = 100)
  λ=1.070e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.646918e+00 | ‖ω‖₁=9.503572e+01
  λ=1.070e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.334177e+00 | ‖ω‖₁=2.230891e+01
  λ=1.070e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.584820e+00 | ‖ω‖₁=4.200188e+00
  λ=1.070e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.857959e+00 | ‖ω‖₁=3.636349e+00
  λ=1.070e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.422696e+00 | ‖ω‖₁=3.252275e+00
  λ=1.070e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.252150e+00 | ‖ω‖₁=2.920605e+00
  λ=1.070e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.113565e+00 | ‖ω‖₁=2.645097e+00
  λ=1.070e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.068825e+00 | ‖ω‖₁=2.383667e+00
  λ=1.070e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.012352e+00 | ‖ω‖₁=2.154039e+00
  λ=1.070e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.027537e+00 | ‖ω‖₁=1.926801e+00
  λ=1.070e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.011180e+00 | ‖ω‖₁=1.722314e+00
  → at λ=1.070e-02:  r(λ)=100,  rel_err=1.892636e-01

-- Path iteration 15, λ = 1.284e-02   (r(λ) prev = 100)
  λ=1.284e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.439337e+00 | ‖ω‖₁=9.404938e+01
  λ=1.284e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.100771e+01 | ‖ω‖₁=7.194196e+00
  λ=1.284e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.484608e+00 | ‖ω‖₁=3.803594e+00
  λ=1.284e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.521977e+00 | ‖ω‖₁=3.254636e+00
  λ=1.284e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.860406e+00 | ‖ω‖₁=2.878098e+00
  λ=1.284e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.624307e+00 | ‖ω‖₁=2.532496e+00
  λ=1.284e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.465712e+00 | ‖ω‖₁=2.234196e+00
  λ=1.284e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.419634e+00 | ‖ω‖₁=1.951839e+00
  λ=1.284e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.354771e+00 | ‖ω‖₁=1.702920e+00
  λ=1.284e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.382874e+00 | ‖ω‖₁=1.457286e+00
  λ=1.284e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.368245e+00 | ‖ω‖₁=1.249941e+00
  → at λ=1.284e-02:  r(λ)=78,  rel_err=2.202082e-01

-- Path iteration 16, λ = 1.541e-02   (r(λ) prev = 78)
  λ=1.541e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.536486e+00 | ‖ω‖₁=9.293682e+01
  λ=1.541e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.582486e+01 | ‖ω‖₁=4.360690e+00
  λ=1.541e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=4.881089e+00 | ‖ω‖₁=3.445079e+00
  λ=1.541e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=3.481659e+00 | ‖ω‖₁=2.892039e+00
  λ=1.541e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.677158e+00 | ‖ω‖₁=2.485946e+00
  λ=1.541e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.379693e+00 | ‖ω‖₁=2.119261e+00
