2025-06-17 13:01:42,072 - sparsemodesnet.heat_equation - INFO - Starting heat_equation experiment
2025-06-17 13:01:42,073 - sparsemodesnet.heat_equation - INFO - Log file: logs/heat_equation_20250617_130142.log
2025-06-17 13:01:42,073 - sparsemodesnet.heat_equation - INFO - Experiment: Heat Equation
2025-06-17 13:01:42,074 - sparsemodesnet.heat_equation - INFO - Data shape: (128, 1000)
2025-06-17 13:01:42,074 - sparsemodesnet.heat_equation - INFO - POD dimension: 128
2025-06-17 13:01:42,075 - sparsemodesnet.heat_equation - INFO - Hidden units: [128, 1200, 8256]
2025-06-17 13:01:42,075 - sparsemodesnet.heat_equation - INFO - Regularization method: dense2sparse
2025-06-17 13:01:42,076 - sparsemodesnet.heat_equation - INFO - Device: mps
2025-06-17 13:01:42,076 - sparsemodesnet.heat_equation - INFO - Training parameters: M=5.0, lr=0.001, batch_size=64
2025-06-17 13:01:42,077 - sparsemodesnet.heat_equation - INFO - Optimizer: Adam, knee_method: zmethod
2025-06-17 13:01:42,077 - sparsemodesnet.heat_equation - INFO - NN type: PiNetCCP with polynomial order of 2, and 1 number of polynomial blocks
2025-06-17 13:01:42,077 - sparsemodesnet.heat_equation - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Heat Equation: d=128, n=1000, s=128 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 128)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.655696e-02 | ‖ω‖₁=1.269209e+02
  λ=1.200e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.311678e-06 | ‖ω‖₁=8.028387e+01
  λ=1.200e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.561769e-06 | ‖ω‖₁=5.590305e+01
  λ=1.200e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=3.490160e-06 | ‖ω‖₁=3.149489e+01
  λ=1.200e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=1.382080e-05 | ‖ω‖₁=7.084802e+00
  λ=1.200e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.043502e-05 | ‖ω‖₁=2.520844e+00
  λ=1.200e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=2.918757e-04 | ‖ω‖₁=2.132449e+00
  λ=1.200e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=2.980738e-05 | ‖ω‖₁=1.975228e+00
  → at λ=1.200e-03:  r(λ)=128,  rel_err=1.496089e-02

-- Path iteration 3, λ = 1.440e-03   (r(λ) prev = 128)
  λ=1.440e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=4.195678e-02 | ‖ω‖₁=1.264549e+02
  λ=1.440e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.074323e-06 | ‖ω‖₁=1.000186e+02
  λ=1.440e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.665907e-06 | ‖ω‖₁=7.076515e+01
  λ=1.440e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.573449e-06 | ‖ω‖₁=4.151962e+01
  λ=1.440e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=8.198485e-06 | ‖ω‖₁=1.224172e+01
  λ=1.440e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=1.770879e-05 | ‖ω‖₁=2.603328e+00
  λ=1.440e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.223475e-04 | ‖ω‖₁=2.114745e+00
  λ=1.440e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=3.585034e-05 | ‖ω‖₁=1.956583e+00
  λ=1.440e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=2.573958e-05 | ‖ω‖₁=1.895557e+00
  → at λ=1.440e-03:  r(λ)=128,  rel_err=1.411420e-02

-- Path iteration 4, λ = 1.728e-03   (r(λ) prev = 128)
  λ=1.728e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=4.203100e-02 | ‖ω‖₁=1.261507e+02
  λ=1.728e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.718733e-06 | ‖ω‖₁=9.440140e+01
  λ=1.728e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.655516e-06 | ‖ω‖₁=5.924903e+01
  λ=1.728e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.369973e-06 | ‖ω‖₁=2.411531e+01
  λ=1.728e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.541113e-05 | ‖ω‖₁=2.601405e+00
  λ=1.728e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=1.122187e-04 | ‖ω‖₁=2.085138e+00
  λ=1.728e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.033632e-05 | ‖ω‖₁=1.948230e+00
  λ=1.728e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=2.479393e-05 | ‖ω‖₁=1.879453e+00
  λ=1.728e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=2.435152e-05 | ‖ω‖₁=1.819707e+00
  → at λ=1.728e-03:  r(λ)=128,  rel_err=1.372483e-02

-- Path iteration 5, λ = 2.074e-03   (r(λ) prev = 128)
  λ=2.074e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.854466e-02 | ‖ω‖₁=1.257849e+02
  λ=2.074e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.913302e-06 | ‖ω‖₁=8.773700e+01
  λ=2.074e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.871356e-06 | ‖ω‖₁=4.562669e+01
  λ=2.074e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.641242e-05 | ‖ω‖₁=3.833543e+00
  λ=2.074e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.690448e-04 | ‖ω‖₁=2.224462e+00
  λ=2.074e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=2.494323e-05 | ‖ω‖₁=1.957232e+00
  λ=2.074e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.422865e-05 | ‖ω‖₁=1.876388e+00
  λ=2.074e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=2.441469e-05 | ‖ω‖₁=1.808610e+00
  λ=2.074e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=2.406934e-05 | ‖ω‖₁=1.749068e+00
  → at λ=2.074e-03:  r(λ)=128,  rel_err=1.366472e-02

-- Path iteration 6, λ = 2.488e-03   (r(λ) prev = 128)
  λ=2.488e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.958396e-02 | ‖ω‖₁=1.253445e+02
  λ=2.488e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.251616e-06 | ‖ω‖₁=7.961482e+01
  λ=2.488e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=8.669030e-06 | ‖ω‖₁=2.896373e+01
  λ=2.488e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.827029e-05 | ‖ω‖₁=2.362590e+00
  λ=2.488e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.437232e-05 | ‖ω‖₁=1.978544e+00
  λ=2.488e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=2.613990e-05 | ‖ω‖₁=1.872320e+00
  λ=2.488e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.388519e-05 | ‖ω‖₁=1.787134e+00
  λ=2.488e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=2.396185e-05 | ‖ω‖₁=1.716945e+00
  λ=2.488e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=2.388881e-05 | ‖ω‖₁=1.654607e+00
  → at λ=2.488e-03:  r(λ)=128,  rel_err=1.361575e-02

-- Path iteration 7, λ = 2.986e-03   (r(λ) prev = 128)
  λ=2.986e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.140457e-02 | ‖ω‖₁=1.248185e+02
  λ=2.986e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.152814e-06 | ‖ω‖₁=6.998622e+01
  λ=2.986e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.675081e-05 | ‖ω‖₁=9.215436e+00
  λ=2.986e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.324626e-05 | ‖ω‖₁=2.050186e+00
  λ=2.986e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.461677e-05 | ‖ω‖₁=1.887589e+00
  λ=2.986e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=2.407012e-05 | ‖ω‖₁=1.788514e+00
  λ=2.986e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.365693e-05 | ‖ω‖₁=1.707398e+00
  λ=2.986e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=2.376750e-05 | ‖ω‖₁=1.636863e+00
  λ=2.986e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=2.367211e-05 | ‖ω‖₁=1.572963e+00
  → at λ=2.986e-03:  r(λ)=128,  rel_err=1.354266e-02

-- Path iteration 8, λ = 3.583e-03   (r(λ) prev = 128)
  λ=3.583e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.920950e-02 | ‖ω‖₁=1.241836e+02
  λ=3.583e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=6.743200e-06 | ‖ω‖₁=5.835613e+01
  λ=3.583e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.424062e-05 | ‖ω‖₁=2.413238e+00
  λ=3.583e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.481780e-05 | ‖ω‖₁=1.941941e+00
  λ=3.583e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.378781e-05 | ‖ω‖₁=1.818730e+00
  λ=3.583e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=2.338387e-05 | ‖ω‖₁=1.721459e+00
  λ=3.583e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.305499e-05 | ‖ω‖₁=1.638490e+00
  λ=3.583e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=2.331773e-05 | ‖ω‖₁=1.564722e+00
